,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Fuel Efficiency (Highway),Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Electric windows,Exterior Lights,Fresh Water Tank (Portable),Generator,Grey / Black Water Tanks,Heater / Furnace,Inverter,Refrigerator,Roof Fan,Roof Rack,Shower (Outdoor),Sink,Solar,Toilet,USB port,Water Heater,Water Pump,Fresh Water Tank (Built-in),Shower (Indoor),Stove,Towing Package,Heated seats,Offroad Lights,Awning,Cooler,Offroad Tires,Security System,Suspension Mods,Tow Winch,Oven,Propane,Skylight,Bike Rack,Child Seat,Microwave,TV,Shower,Fuel (Code)
0,2019 Silver 350 Transit DW HD High Roof Ecoboost Van,84000.0,"Panama City Beach, Florida, United States",2019,Transit,28084.0,2WD,Clean,Automatic,Gasoline,32.0,148.0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1,"One of a Kind Ford Transit 350 AWD. Boat inspired carpentry, Tilting Solar, Hidden Recirculating Shower.",190000.0,"San Diego, California, United States",2021,Transit,3500.0,AWD,Clean,Automatic,Gasoline,22.0,148.0,2,4,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2,2021 Sprinter,99800.0,"Portland, Oregon, United States",2021,Sprinter,3000.0,2WD,Clean,Automatic,Diesel,18.0,144.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3,2016 Sprinter 170,72000.0,"10 Via Vecino, Santa Fe, New Mexico 87506, United States",2016,Sprinter,46000.0,2WD,Clean,Automatic,Diesel,24.0,170.0,2,2,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4,4x4 144 Mercedes sprinter,154000.0,"Grass Valley, California, United States",2019,Sprinter,10000.0,4WD,Clean,Automatic,Diesel,16.0,144.0,2,2,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
5,SKOOLIANA 5 WINDOW WHEEL CHAIR DOOR SHORT BUS,45000.0,"Eugene, Oregon, United States",2003,Other,162000.0,2WD,Clean,Automatic,Diesel,19.571429,,1,4,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1
6,Adventure Camper Van has it all! - Ready to Travel!,45900.0,"Roanoke Rapids, North Carolina 27870, United States",2016,Promaster,108500.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,4,3,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2
7,Fully Loaded Luxury Tiny Home on Wheels,144500.0,"Denver, Colorado, United States",2021,Sprinter,119.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8,Van Life Chicago 2021 Ram Promaster - 8020 Build,89500.0,"3240 West Lake Avenue, Glenview, Illinois 60026, United States",2021,Promaster,18200.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,4,2,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
9,2017 Mercedes 2500 Sprinter 4x4 (Delivered New in Aug 2018),99500.0,"Hermosa Beach, California, United States",2017,Sprinter,21000.0,4WD,Clean,Automatic,Diesel,18.790219,144.0,3,3,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1
10,NEW BUILD Ford Transit van conversion,69000.0,"San Diego, California, United States",2018,Transit,65000.0,2WD,Clean,Automatic,Gasoline,18.009009,,2,2,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
11,**Price Drop! - Fully Converted 2020 Mercedes Sprinter 144 4x4,173000.0,"Denver, Colorado, United States",2020,Sprinter,4900.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,4,3,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
12,2016 Ram Promaster 2500 159WB Brand New Build,69900.0,"Pittsburgh, Pennsylvania, United States",2016,Promaster,47000.0,2WD,Clean,Automatic,Gasoline,22.0,159.0,3,3,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
13,"New 2021 Transit 350 High Roof Extended, Seat and Sleep for 4",99000.0,"La Crescenta-Montrose, California, United States",2021,Transit,600.0,2WD,Clean,Automatic,Gasoline,18.009009,148.0,4,4,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
14,2020 Ford Transit AWD 4 Seater,129900.0,"Villa Ridge, Missouri, United States",2020,Transit,1300.0,AWD,Clean,Automatic,Gasoline,18.0,,4,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,2
15,2020 Mercedes-Benz Sprinter 4X4 E.O. Graphite Gray/3M Black,194900.0,"Orange County, California, United States",2020,Sprinter,6800.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,4,4,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1
16,*Price Drop* Low Mileage 2013 Fully Converted Mercedes Sprinter,59500.0,"Seattle, Washington, United States",2013,Sprinter,59300.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
17,2020 Mercedes Sprinter,165000.0,"Austin, Texas, United States",2021,Sprinter,300.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18,Immediate Build Date Opening!,85000.0,"Chicago, Illinois, United States",2019,Sprinter,0.0,Other,Clean,Automatic,Diesel,21.0,,2,2,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
19,2017 Mercedes-Benz Sprinter 2500 170WB High Roof 4WD,95000.0,"Lafayette, Indiana 47905, United States",2017,Sprinter,40000.0,4WD,Clean,Automatic,Diesel,16.0,170.0,2,2,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
20,2019 Mercedes 2500 sprinter van 4x4,105200.0,"832 Oregon Avenue, Linthicum, Maryland 21090, United States",2019,Sprinter,19319.0,4WD,Clean,Automatic,Diesel,18.009009,,4,2,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
21,The White Elephant,39000.0,"Grand Rapids, Michigan, United States",1999,Other,160000.0,2WD,Clean,Automatic,Diesel,18.009009,,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22,"2021 Mercedes Sprinter 144"" 4x4",122910.0,"900 East Lincoln Avenue, Fort Collins, Colorado 80524, United States",2021,Sprinter,150.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23,2021 Ram Promaster Camper Van,66085.0,"900 East Lincoln Avenue, Fort Collins, Colorado 80524, United States",2021,Promaster,100.0,2WD,Clean,Automatic,Gasoline,19.0,136.0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
24,Brand New 2020 Mercedes Sprinter (2021 Conversion),140000.0,"Chicago, Illinois, United States",2020,Sprinter,120.0,2WD,Lien,Automatic,Diesel,25.0,144.0,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
25,2021 PROMASTER LUXURY VAN shower & toilet,120000.0,"Нортридж, Калифорния, Соединённые Штаты Америки",2021,Promaster,7000.0,2WD,Clean,Automatic,Gasoline,18.009009,,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2
26,Mountains To Coast 4x4,155000.0,"Colorado, United States",2018,Transit,35000.0,4WD,Clean,Automatic,Gasoline,18.009009,,4,4,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,2
27,Brand New Promaster Camper Conversion,95000.0,"3724 South Pitkin Circle, Aurora, Colorado 80013, United States",2021,Promaster,118.0,2WD,Lien,Automatic,Gasoline,18.0,159.0,2,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
28,2017 Transit Conversion,73000.0,"Los Osos, California, United States",2017,Transit,34000.0,2WD,Clean,Automatic,Gasoline,27.0,148.0,2,2,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
29,2017 Mercedes Sprinter (Sunset Series),83000.0,"Riverside, California, United States",2017,Sprinter,42000.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
30,2015 Mercedes Sprinter 2500 High Roof Build Out,70000.0,"335 Santa Fe Drive, Cardiff-by-the-Sea, California 92007, United States",2015,Sprinter,91000.0,2WD,Clean,Automatic,Diesel,20.0,144.0,2,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
31,2020 Mercedes Sprinter 2500 170 WB 4X4 With only 2K Miles,160000.0,"8595 Cox Lane, Cutchogue, New York 11935, United States",2020,Sprinter,2000.0,4WD,Clean,Automatic,Diesel,18.0,170.0,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
32,2019 Transit Conversion,96250.0,"Orem, Utah, United States",2019,Transit,14500.0,2WD,Clean,Automatic,Gasoline,22.0,148.0,4,4,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,2
33,2021 Base Camp by The RV Firm,98250.0,"16326 Lawrence 1232, Marionville, Missouri 65705, United States",2021,Promaster,2500.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2
34,New Hand-Crafted Converted Campervan,76000.0,"San Diego, California 92117, United States",2019,Promaster,13000.0,2WD,Clean,Automatic,Gasoline,18.009009,136.0,3,3,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,2
35,2020 Ford Transit High Roof Extended Custom,114900.0,"Huntington Beach, California, United States",2020,Transit,14935.0,2WD,Clean,Automatic,Gasoline,18.009009,148.0,4,2,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2
36,Sprinter 4x4 ready for your floor plan,120000.0,"Newport Beach, California, United States",2020,Sprinter,17500.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
37,Luxury NEW & LOW MILAGE Beautiful Conversion Camper Van,50000.0,"Huntington Beach, California, United States",2019,Promaster,56000.0,2WD,Clean,Automatic,Gasoline,19.571429,,2,2,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2
38,Ford Transit 148” WB High Roof 2021 Build,77000.0,"Tallahassee, Florida, United States",2020,Transit,9750.0,2WD,Lien,Automatic,Gasoline,16.0,148.0,2,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2
39,(Brand New Build) 2019 RAM Promaster 2500 159” WB,125000.0,"Dallas, Texas, United States",2019,Promaster,22380.0,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,3,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
40,The Perfect 4x4,85000.0,"Arizona, United States",2016,Sprinter,48800.0,4WD,Clean,Automatic,Diesel,18.0,,5,4,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
41,Lifted Transit,32000.0,"Tacoma, Washington, United States",2015,Transit,61000.0,2WD,Clean,Automatic,Gasoline,19.571429,,2,2,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
42,MERCEDES-BENZ SPRINTER 2500 CREW VAN HIGH ROOF 4X4 - Ready for Build! Tons of factory upgrades!,87500.0,"Chattanooga, Tennessee, United States",2020,Sprinter,6659.0,4WD,Clean,Automatic,Diesel,20.0,144.0,5,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
43,"Huge van with a full size shower, full kitchen, queen+ size bed; everything you need to be off grid and fully sustainable!",68950.0,"Huntington Beach, California, United States",2014,Sprinter,238000.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,2,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
44,VAN FOR SALE!,119000.0,"Huntington Beach, California, Estados Unidos",2017,Sprinter,52000.0,2WD,Clean,Automatic,Diesel,19.571429,,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
45,FULLY LOADED VW WESTFALIA *NEW Engine/Interior/Solar*,50000.0,"Irvine, California, United States",1982,Other,3000.0,2WD,Clean,Manual (Stick Shift),Gasoline,18.0,,4,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
46,2021 RAM Promaster 2500 (159wb),93500.0,"Bishop, California, United States",2021,Promaster,2600.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2
47,very nicely equip camper,82500.0,"Atascadero, California 93422, United States",2018,Promaster,33000.0,2WD,Clean,Automatic,Gasoline,19.571429,159.0,2,2,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,2
48,"Full Beautiful Conversion Transit, High Roof Extended Length",64500.0,"Idyllwild-Pine Cove, California 92549, United States",2017,Transit,61000.0,2WD,Clean,Automatic,Gasoline,18.009009,148.0,2,2,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2
49,4x4 Hi Roof 144 WB Mercedes Sprinter,129900.0,"Bend, Oregon, United States",2015,Sprinter,36500.0,AWD,Clean,Automatic,Diesel,19.571429,,2,2,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
50,Very Clean 2011 Mercedes Sprinter Van,29500.0,"31658 Pacific Coast Highway, Laguna Beach, California 92651, United States",2011,Sprinter,171000.0,2WD,Clean,Automatic,Diesel,18.009009,,12,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
51,NEW 2020 4x4 144 MERCEDES SPRINTER,130000.0,"New York, United States",2020,Sprinter,300.0,4WD,Clean,Automatic,Diesel,19.571429,144.0,2,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1
52,2002 VW Eurovan Weekender Westfalia,27000.0,"Long Beach, California, United States",2002,Other,213000.0,2WD,Clean,Automatic,Gasoline,18.0,,7,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
53,2021 Ram Promaster City Weekender,39500.0,"107 Diversified Dr, Villa Ridge, Missouri 63089, United States",2021,Promaster,38.0,2WD,Clean,Automatic,Gasoline,18.009009,15.0,2,2,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
54,2020 RAM Promaster RV Elevation Road,31999.0,"200 Gabbard Way, Mount Orab, Ohio 45154, United States",2020,Promaster,250.0,2WD,Clean,Automatic,Gasoline,24.0,,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
55,2014/2021 Luxury Custom Build with Indoor shower,80000.0,"Edgewater, Chicago, Illinois 60660, United States",2014,Promaster,165239.0,2WD,Lien,Automatic,Gasoline,16.0,59.0,2,2,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2
56,Katie - The home on wheels by Mybushotel,120000.0,"1716 Weeping Willow Lane, Las Vegas, Nevada 89104, États-Unis",2021,Promaster,2831.686567164179,2WD,Clean,Automatic,Gasoline,20.0,,2,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,2
57,Beautifully Set Up Simple Camper Van with Extras!,40995.0,"Pittsburg, California, United States",2016,Promaster,48151.0,2WD,Clean,Automatic,Gasoline,10.0,136.0,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
58,2019 Ford 148 Regular by OZK Vans,48723.0,"Fayetteville, Arkansas, United States",2019,Other,9000.0,2WD,Clean,Automatic,Gasoline,18.009009,,2,4,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
59,"MB SPRINTER 3500 HR WB 144"" CAMPER CONVERSION",30000.0,"Fort Lauderdale, Florida 33315, United States",2012,Sprinter,227000.0,2WD,Clean,Automatic,Diesel,19.571429,144.0,2,2,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
60,Custom Micro Camper ! Fully Loaded ! Priced to Sell,29500.0,"Petoskey, Michigan, United States",2012,Transit,56328.0,2WD,Lien,Automatic,Gasoline,18.009009,,2,2,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
61,2020 Transit RV Elevation Road,89900.0,"600 Ohio Pike, Cincinnati, Ohio 45245, United States",2020,Transit,750.0,2WD,Clean,Automatic,Gasoline,18.009009,,2,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
62,Beautifully Crafted Conversion Van,42000.0,"Boulder, Colorado, United States",2017,Transit,88000.0,2WD,Clean,Automatic,Gasoline,18.009009,144.0,3,2,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
63,"Modern Luxury 4-Season Off-Grid Sprinter 170"" High-Top: HUGE Garage & Kitchen",78000.0,"Robbinsville Township, New Jersey, United States",2010,Sprinter,173000.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,2,3,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
64,HIGH roof POP-top low-miles 2017 ProMaster,68000.0,"San Diego, California 92104, United States",2017,Promaster,37500.0,2WD,Clean,Automatic,Gasoline,19.571429,136.0,6,6,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
65,SPRINTER 4x4 2020 Build 2021,170499.0,"San Francisco, California, United States",2019,Sprinter,4176.0,4WD,Clean,Automatic,Diesel,18.009009,,5,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1
66,2020 Ram Promaster High Top,75000.0,"Phoenix, Arizona, United States",2020,Promaster,26000.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
67,Beautiful Simple Promaster,75000.0,"1455 West Cedar Avenue, Denver, Colorado 80223, United States",2021,Promaster,500.0,2WD,Clean,Automatic,Gasoline,20.0,,2,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
68,Outside Van Family Camper,115000.0,"Granville, Ohio, United States",2014,Other,61500.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,8,4,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1
69,1999 VW Winnebago Eurovan - 61k Miles - Low Miles With Custom Modifications,45000.0,"Bellingham, Washington, United States",1999,Other,60958.0,Other,Clean,Automatic,Gasoline,19.571429,,2,3,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2
70,Loaded 2021 170 Custom 4x4 Sprinter From Launch Vans,149998.0,"Boise, Idaho, United States",2021,Sprinter,12.0,4WD,Clean,Automatic,Diesel,19.571429,170.0,2,2,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
71,2017 MB Sprinter 4x4,90000.0,"Eureka, California, United States",2017,Sprinter,70000.0,4WD,Clean,Automatic,Diesel,17.0,144.0,2,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
72,2014 Dodge Promaster 3500 ext partial build,34999.0,"Hood River, Oregon, United States",2014,Promaster,129900.0,2WD,Clean,Automatic,Gasoline,21.0,159.0,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,1996 E350 Powerstroke Turbo Diesel Extended Club Wagon,32000.0,"Arvada, Colorado, United States",1996,Other,256000.0,2WD,Clean,Automatic,Diesel,18.009009,,2,2,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
74,Lithium Powered All Season Adventure Van,209000.0,"Charleston, South Carolina, United States",2020,Sprinter,800.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,4,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
75,2020 Sprinter 3500EXT,92500.0,"Centerville, Utah, United States",2020,Sprinter,10000.0,2WD,Lien,Automatic,Diesel,20.0,170.0,2,2,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
76,2006 Earthroamer XV-LT,185000.0,"Idaho Highway 75, Hailey, Idaho 83333, United States",2006,Other,120000.0,4WD,Lien,Automatic,Diesel,25.0,,4,4,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1
