,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Fuel Efficiency (Highway),Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Cooler,Exterior Lights,Fresh Water Tank (Portable),Inverter,Refrigerator,Roof Fan,Roof Rack,Sink,Solar,Tow Winch,Towing Package,USB port,Bike Rack,Fresh Water Tank (Built-in),Grey / Black Water Tanks,Heater / Furnace,Oven,Security System,Shower (Indoor),Shower (Outdoor),Stove,Toilet,Water Heater,Water Pump,Awning,Electric windows,Microwave,Offroad Lights,Offroad Tires,Skylight,Suspension Mods,TV,Propane,Heated seats,Generator,Child Seat,Handicap / Wheelchair Conversion
23,2008 Dodge Sprinter with Sportsmobile Conversion. Ready to go!,45000.0,"Chicago, Illinois, United States",2008,Dodge Sprinter,55000,2WD,Lien,Automatic,Diesel,,,2,2,True,True,True,,,,True,,True,True,,,True,,,,True,True,True,True,True,,,,True,True,,True,True,,True,True,,,True,,,True,,,,
24,GREAT travel Van,34000.0,"13900 Cedar Creek Drive, Sanderson, Florida 32087, United States",2014,"2014 GMC conversion Van, 7 passenger Southern comfort Elite",99500,2WD,Clean,Automatic,Gasoline,18.0,,7,2,True,True,True,True,True,,True,,,,,,,,True,True,True,,,,,,True,,,,,,,,True,,,,True,,True,,True,,,
25,2020 Ford Transit 148 High Roof AWD,105000.0,"Orange county, California",2020,Ford,12700,AWD,Clean,Automatic,Gasoline,18.0,148.0,5,2,True,True,True,True,True,,True,True,True,,True,,,True,,True,True,True,True,,,,,True,True,,,,True,,True,,True,True,,True,,,True,,,
26,2017 Ram Promaster 2500,55000.0,"New Paltz, New York, United States",2017,Ram Promaster,93000,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,2,True,,True,True,True,True,,True,True,True,True,True,True,True,,,True,,,True,True,,,,True,True,,,True,,True,,,,,,,True,,,,
27,2016 Sprinter Van,65000.0,"San Diego, California, United States",2016,2016 Mercedes Sprinter,97000,2WD,Clean,Automatic,Diesel,22.0,144.0,2,3,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,True,,True,,,,,,,True,,,True,,True,,,True,,,,True,,,,
28,"2017 Sprinter 170"" WB AWD 4 seater - Adventure ready!",129000.0,"Bentonville, Arkansas, United States",2017,Mercedes Freightliner Sprinter,94139,AWD,Clean,Automatic,Diesel,16.0,170.0,4,3,True,,True,True,True,,,True,True,True,True,,True,True,,,True,,True,True,True,True,,True,,True,True,True,True,True,True,,,,,,,True,,,True,
29,2020 RAM ProMaster 1500 high roof Low mileage,75000.0,"Сан-Диего, Калифорния, Соединённые Штаты Америки",2020,RAM ProMaster 1500,1050,2WD,Clean,Automatic,Gasoline,,,3,3,True,True,True,True,True,,True,True,True,True,,,True,,,,True,,True,,,,,,,True,True,,True,,True,,,,,,,,,,True,
30,Comfortable and Convenient Family RV Grand Caravan,16900.0,"Santa Monica, California 90404, United States",2013,Dodge Grand Caravan,83000,2WD,Salvage,Automatic,Gasoline,,,5,5,True,True,True,,True,,,,,True,,,True,True,,,True,,True,True,,,,,True,True,True,True,,,True,,,,,,,True,,,,
31,2013 Ford E-350 Super Duty XLT,35000.0,United States,2013,2013 Ford E-350 Super Duty XLT,96000,2WD,Lien,Automatic,Gasoline,13.0,,2,2,True,True,True,True,,,,,True,True,True,True,True,True,,,True,True,True,True,,,,,True,True,,True,True,True,True,,,True,,,,True,,,,
32,"RAM PROMASTER High Roof Fully Equipped Air Conditioning Flush Toilet Full Shower, Bike Rack",79500.0,"1004 Cherry Valley Boulevard, Calimesa, California 92320, United States",2017,RAM PROMASTER 1500 136WB,73000,2WD,Clean,Automatic,Gasoline,,,2,3,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,True,,,True,,
33,"2021 Ram Promaster 1500 136"" High Roof ""Freddie""",70000.0,"Los Angeles, California, United States",2021,Ram Promaster,21500,2WD,Clean,Automatic,Gasoline,19.0,136.0,2,2,True,True,True,,True,,,,True,True,True,,True,True,,,True,,True,True,True,,,,True,,True,,True,,True,,,,,,,,,,,
34,2017 Ram Promaster Low Roof Conversion,47000.0,"Richmond, Virginia, United States",2017,Ram Promaster 1500,51321,2WD,Clean,Automatic,Gasoline,18.0,118.0,2,2,True,True,,True,,,,True,True,True,True,,True,True,,,,,,,,,,,,True,,,True,,True,,,,,,,True,,,,
35,2007 Dodge Sprinter 2500,16500.0,"Cary, North Carolina, United States",2007,Dodge Sprinter,124000,2WD,Clean,Automatic,Diesel,,,2,2,True,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,
36,1996 Dodge Camper Van by Explorer,12500.0,"Vail, Colorado, United States",1996,Dodge Explorer,205000,2WD,Clean,Automatic,Gasoline,,,7,3,,,,,,True,,,,True,,True,True,,,True,,,True,True,,,,,True,True,True,,True,,,,,,,,,True,,True,,
37,"Custom, Cozy, off grid, all season camper van!",85000.0,"Glenwood Springs, Colorado, United States",2020,Ram Promaster,20500,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,True,True,True,True,,,,True,True,True,,True,True,,True,True,True,True,,True,,,,True,True,,True,True,,True,,,,,,,True,,,,
38,Ram Promaster 1500 Custom Campervan,60000.0,"Walpole, Massachusetts 02081, United States",2018,Ram Promaster,50000,2WD,Clean,Automatic,Gasoline,18.0,136.0,2,2,True,True,True,True,True,,,True,True,True,True,,True,True,,,,,,True,True,,,,,,,,True,,True,,,True,,,,,,,,
39,"Custom Designed Stealth Van, Bedroom on Wheels",13500.0,"High Springs, Florida, United States",2001,Dodge Ram 3500,109500,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"2019 Ford Transit 250 High Roof Remote Work Focus (Duo Monitors, 8.8 kwh Batteries, EV Charging, Convertible Showers)",75500.0,"Seattle, Washington, United States",2019,Ford Transit 250,38199,2WD,Clean,Automatic,Gasoline,17.0,148.0,2,2,True,,,True,True,,,,True,True,True,,True,True,,,,,True,True,,,,True,,True,True,True,True,,,True,,,,,,,,True,,
41,"2015 RAM Promaster 3500 159""",58000.0,"Los Angeles, California, United States",2015,Dodge Ram Promaster 3500,113000,2WD,Clean,Automatic,Gasoline,,159.0,4,2,True,True,True,True,True,,True,,True,True,True,,True,True,,,True,,True,True,True,,,True,True,True,True,True,True,,True,,True,,True,,,,,,,
42,2018 Ford Transit XLT 350 LR Camper,37000.0,"Augusta, Georgia, United States",2018,Ford Transit,53009,2WD,Clean,Automatic,Gasoline,18.0,178.0,2,2,True,True,True,True,,,True,,True,,,True,True,True,,,,,True,True,,,,,True,,True,True,,True,True,,,True,,,,,,,,
43,Cozy Family Van (sleeps 4) built by Inner Space,85000.0,"El Sobrante, California, United States",2019,2019 Dodge Promaster,30000,2WD,Clean,Automatic,Gasoline,16.0,,4,4,True,True,True,,,,,,True,True,True,True,True,True,,True,True,,True,True,,,,,True,True,True,,True,True,,,,,,,,True,,,,
44,2020 Sprinter 144wb DIY Ready Van w/ 5yr Mercedes Warranty,87500.0,"Denver, Colorado, United States",2020,Mercedes Sprinter,2800,2WD,Clean,Automatic,Diesel,,144.0,2,2,True,,True,True,True,,,,True,,True,,,True,,,True,,True,,,,,,,,,,,,True,,,,,,,,,,,
45,"Fully Converted 2020 159"" Promaster High Roof Extended",110000.0,"Bend, Oregon, United States",2020,Ram Promaster 3500 extended high roof extended,2673,2WD,Clean,Automatic,Gasoline,14.0,159.0,2,2,True,True,True,True,True,True,,True,True,True,True,,True,True,,,True,,True,True,True,True,True,,True,True,True,True,True,,True,,,,,,,True,,,,
46,Small camper,50000.0,"San Clemente, California 92672, United States",2014,2014 Ram Promaster 1500 low roof Eco-Diesel,58390,2WD,Clean,Automatic,Diesel,,136.0,2,2,True,True,True,True,True,,True,,True,True,True,True,True,True,,,True,,True,True,,,True,,True,,,True,True,,True,,,,,,,,True,,,
47,"Sprinter Camper 118"" WB",38000.0,"San Francisco, California, United States",2004,"2004 Sprinter Diesel 118"" WB",146000,2WD,Clean,Automatic,Bio-Diesel,,118.0,2,2,True,True,True,,True,True,True,,True,True,True,True,,,True,,True,,,,True,,True,,True,,,,,,True,,True,True,True,,,,,,,
48,Weekender Cabin on Wheels!,62000.0,"2551 Military Street, Port Huron, Michigan 48060, United States",2019,2019 Ram 2500,36000,2WD,Lien,Automatic,Gasoline,16.0,159.0,2,2,True,True,True,True,True,,,True,,True,True,,True,,,True,True,,,True,,,,,,,,,,,True,,,,,,,,,,,
49,The Ultimate 4x4 Bike/Ski/Family Road Trip Rig,149000.0,"22840 Latigo Court, Bend, Oregon 97701, United States",2016,2016 Mercedes Benz 170 Sprinter 2500 4x4,41000,4WD,Clean,Automatic,Diesel,14.0,170.0,5,4,True,,True,True,True,,True,,True,True,True,True,True,True,,True,True,True,True,True,True,,,,True,,,,True,True,True,,True,True,True,,,,True,,,
0,One-of-a-kind Baby Blue Sprinter with Luxury Interior - New Build,110000.0,"Bend, Oregon, United States",2015,2015 Freightliner Sprinter 2500 144” RWD,51000,2WD,Clean,Automatic,Diesel,,144.0,2,2,True,,,True,,,,,True,True,True,True,True,True,,,True,,True,,True,,,,True,True,,True,True,,,,,True,,,,,,,,
1,2021 Sprinter 2500 4x4 170 Custom Camper,181000.0,"Minneapolis, Minnesota, United States",2021,Mercedes Benz,100,4WD,Clean,Automatic,Diesel,,170.0,4,3,True,True,True,True,True,,,True,True,True,True,True,True,True,,,True,True,True,True,True,,,,True,,True,True,True,True,,,,,,,,,,,True,
2,"Promaster - 2018, high roof, clean title",68900.0,"Dublin, Ohio 43016, United States",2018,Pro Master 3500,49000,2WD,Clean,Automatic,Gasoline,,,2,1,True,True,True,True,True,,True,True,True,True,True,,True,True,,,True,,,True,True,,,,,True,,,,,True,,,,,,,,,,,
3,1990 Toyota Hiace HolidayAce RV 4x4 and Diesel Engine,100.0,"Spokane, Washington, United States",1990,Toyota Hiace HolidayAce,85800,4WD,Clean,Manual (Stick Shift),Diesel,25.0,,7,5,,,,True,,True,,,True,,,,True,,,,,,True,True,,,,True,,,,,True,True,,,,,,,,,,,,
4,Romper,75000.0,"Nashville, Tennessee, United States",2017,"Mercedes Benz Sprinter 2500 144"" HR",73000,2WD,Rebuilt,Automatic,Diesel,20.0,144.0,4,2,True,,True,True,,,,True,True,True,True,,True,True,,,True,,True,,True,,,,True,True,,True,True,,True,,,True,,,,True,,,,
5,2003 Ford E250 Reduced Price,22500.0,"Stevenson, Maryland, United States",2003,2003 Ford E250,117000,2WD,Clean,Automatic,Gasoline,13.0,,1,2,True,,,True,,,,,True,True,True,,True,True,,,True,,True,True,,,,,,True,True,,True,,,,,,,,,,,,,
6,2017 RAM Promaster 159 High Roof,65000.0,"Silverthorne, Colorado, United States",2017,RAM Promaster 2500 159 High Roof,69000,2WD,Lien,Automatic,Gasoline,,159.0,2,2,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,True,True,,True,True,,,True,,,True,,True,,,True,,,,True,,,,
7,2005 Dodge Sprinter 3500 - New reman engine and transmission!,60000.0,"Panama City, Florida, United States",2005,Dodge Sprinter,219000,2WD,Clean,Automatic,Diesel,18.0,158.0,2,2,True,True,True,True,True,,,,True,True,True,,True,True,,,True,,True,True,,,,True,,True,True,True,True,,True,,,,,,,,,,,
8,2019 Sprinter 2500 4x4,101000.0,"Hoquiam, Washington, United States",2019,Mercedes-Benz Sprinter,22736,4WD,Clean,Automatic,Diesel,,,2,2,True,True,True,True,True,,,True,True,True,True,,True,True,,True,True,,,True,True,,True,,,,True,True,True,True,True,,,,,,,,True,,,
9,Promaster high roof,26000.0,"Orlando, Florida, United States",2014,Ram promaster 2500,93000,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Ford Transit Conversion Van,59900.0,"1257 East 5th Avenue, Chico, California 95926, United States",2019,2019 Ford Transit 250 Van Extended Length High Roof w/ Sliding Side Door V6,88900,2WD,Lien,Automatic,Gasoline,18.0,121.0,2,2,True,True,True,True,,,,True,True,True,,,True,True,,,True,,,True,,,,True,,,True,True,True,,True,,,,,,,,,,,
11,Mercedes Benz 2020 Sprinter 2500 cargo van 144’’ 3.0L V6 turbo Diesel,90000.0,"Ventura, California, United States",2020,Mercedes Benz 2020 Sprinter 2500,13000,2WD,Clean,Automatic,Diesel,21.0,144.0,2,2,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,True,True,,True,True,True,,True,True,True,True,True,,True,,,,,,,True,,,,
12,2020 4x4 Sprinter 144wb - DIY Ready,87995.0,"Denver, Colorado, United States",2020,Mercedes Sprinter 4x4,3000,4WD,Lien,Automatic,Diesel,,144.0,2,2,True,,True,True,True,,,,,,True,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,True,,,
13,*PENDING* Off Grid Adventure Van - New Build,109000.0,"Portsmouth, New Hampshire 03801, United States",2021,Ram Promaster 2500 159”,2700,2WD,Clean,Automatic,Gasoline,19.0,159.0,2,2,True,,True,True,True,,,True,True,True,True,,True,True,,,True,,,True,,True,,True,,True,True,True,True,,True,,,,,,,True,True,,,
14,Promaster Camper Conversion,75000.0,"Glastonbury, Connecticut, United States",2019,2019 Dodge Ram Promaster,26000,2WD,Clean,Automatic,Gasoline,,159.0,2,3,True,True,True,True,,,,True,True,True,True,,True,True,,,True,,,True,,,,,,,True,,True,,True,,,,,,,,,,,
15,2019 Sprinter 3500XD 170 Ext Seats 6,85000.0,"California, United States",2019,Mercedes Sprinter,6000,2WD,Lien,Automatic,Diesel,,170.0,6,6,True,True,True,True,,,,,True,True,True,True,True,True,,True,True,,True,True,,True,,,,True,True,True,True,True,True,,,,,,,,,,True,
16,Family Adventure Van,98000.0,"St. George, Utah, United States",2020,2020 Mercedes Sprinter 170 Extended High Roof,1200,2WD,Clean,Automatic,Diesel,18.0,170.0,8,6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,True,True,True,True,,True,True,,,,True,,,,,,
17,2014 Dodge Ram Promaster 2500 - The Climber's Van!,49999.0,"San Diego, California, United States",2014,Dodge Ram Promaster 2500,116000,2WD,Clean,Automatic,Gasoline,19.0,159.0,2,2,True,True,True,,,True,,,True,True,True,,True,True,,,True,,True,,True,,True,,,True,,,,,,,,,,,True,,,,,
18,"2019 Ford Transit High Roof Pro Built With Water Heater, Reverse Osmosis, Outdoor Shower, Garage & Work Mode",80000.0,"Downers Grove, Illinois, United States",2019,2019 Ford Transit High Roof,41000,2WD,Clean,Automatic,Gasoline,18.0,148.0,2,2,True,True,True,True,,,True,,True,True,True,True,True,True,,,True,,True,True,True,,,,True,True,True,True,True,,True,,True,True,,,,,,,,
19,Classic style camper price drop,14000.0,"Bay Shore, New York, United States",1990,Ford e350,42000,2WD,Clean,Automatic,Diesel,,,2,2,,True,,True,,,,,True,,,,True,True,,,True,,True,,,,,,True,True,,,True,,,,,,,,,,,True,,
20,2019 Promaster 2500 Custom Conversion,69500.0,Littleton New Hampshire,2019,RAM Promaster 2500,15000,2WD,Clean,Automatic,Gasoline,18.0,159.0,2,2,True,,,True,True,True,,,True,True,True,,True,True,,,True,True,True,True,True,,,,True,,,True,True,True,True,,,,,,,,,,,
21,2002 Ford E-350 7.3 Powerstroke Short Bus - Ready To Build,30000.0,"Eugene, Oregon, United States",2002,Ford E-350 7.3 Powerstroke Short Bus,202000,2WD,Clean,Automatic,Diesel,11.0,,1,6,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Campulance!,20000.0,"Tampa, Florida 33606, United States",1992,Ford E350,51717,2WD,Clean,Automatic,Diesel,,,2,2,True,True,True,True,,,True,True,True,True,True,,True,True,,,True,,True,,,,True,True,True,True,True,True,True,,True,,,,,,True,True,,True,,
23,Full-Timers Only,129999.0,"Phoenix, Arizona, United States",2021,2021 Ram Promaster 3500 EXT,20,2WD,Lien,Automatic,Gasoline,,159.0,2,2,True,True,True,True,True,,,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,,,,,,True,,
24,2015 Mercedes Sprinter For Sale,39500.0,"Mechanicville, New York, United States",2015,2500,72500,2WD,Lien,Automatic,Diesel,23.0,170.0,2,2,True,True,True,,,,,,True,,,,,,,True,True,,,,,,,,,,,,,,True,,,,,,,,True,,,
25,SOLD - 2019 Sprinter 144 Modular Build,82000.0,"Salt Lake City, Utah, United States",2019,Mercedes Sprinter,25400,2WD,Clean,Automatic,Gasoline,,144.0,5,5,True,True,True,True,True,True,,,True,True,True,True,,True,,True,True,,,,True,,,,,,True,,,,True,,,True,,,,,True,,True,
26,"2018 Nissan with shower, toilet, dual fans and heater",42000.0,"Bellevue, Washington, United States",2018,2018 Nissan NV2500 HD Cargo S,37000,2WD,Clean,Automatic,Gasoline,,,2,2,True,,True,True,,,,,True,True,True,,True,True,,,True,,True,True,True,,,True,,,True,True,True,,,,,,,,True,,,,,
27,Pro Master 2500 Professional Custom Built,82000.0,"Providence, Rhode Island, United States",2021,2021 Dodge RAM Pro Master 2500,10000,2WD,Lien,Automatic,Gasoline,19.0,,2,2,True,,True,True,True,,True,,True,True,True,,True,True,,True,True,,True,True,True,,,,True,True,True,True,True,,True,,,,,,,True,,,,
28,Warsaw 4x4 Conversion,25000.0,"Bellevue, Idaho, United States",2002,Ford E250,86000,4WD,Clean,Automatic,Gasoline,14.0,,4,4,True,True,True,,,,,,,,True,,,,,True,True,,,,,,True,,,,,,,,True,,,,True,True,,,True,,,
29,2019 Conversion Van for 2,30000.0,"Carlisle, Iowa 50047, United States",2019,Ram Promaster City,10000,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,True,True,True,,True,,,True,True,,,,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,
30,"""Havasu"" by VanGirlDesigns: 2021 ProMaster 159 bike hauler",92000.0,"Santa Cruz, California, United States",2021,Ram Promaster,4000,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,,True,True,True,,,,True,True,True,True,True,True,,True,True,,True,,True,,,,True,True,True,True,True,,True,,,,,,,True,,,,
31,"2017 Ram Promaster 2500 Campervan, High Roof, 159"" wheelbase",52500.0,"Wisconsin, United States",2017,Dodge Ram Promaster,103000,2WD,Clean,Automatic,Gasoline,16.0,159.0,2,2,,,,True,,True,,True,True,True,True,,True,True,,,True,,,True,,,,,,,True,,,,,,,,,,,,,,,
32,Fully Loaded 2016 Mercedes Sprinter 4X4 170WB,149000.0,"Grand Haven, Michigan, United States",2016,Mercedes Sprinter,60000,4WD,Clean,Automatic,Diesel,,170.0,2,2,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,True,,True,True,True,,,True,,True,True,True,True,True,True,,,True,,,,True,,,,
33,1993 International 3800 DTA 360 Fully Off Grid,50000.0,"John Wayne Airport, 18601 Airport Way, Santa Ana, California 92707, United States",1993,International DTA 360,161000,2WD,Clean,Manual (Stick Shift),Diesel,,,1,2,,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,,True,True,True,True,True,True,,,True,True,,True,,,True,,True,,
34,2018 2 WD 144”,54900.0,"Hopkins, Minnesota, United States",2018,Freightliner 2500 6 cyl diesel,60000,2WD,Clean,Automatic,Diesel,,144.0,2,2,True,,True,True,True,,,,,,True,,,True,,True,True,,,True,True,,,,True,,,,True,,,,,True,,,,,,,,
35,2014 Fully Converted Sprinter Van,69000.0,"Weatherford, Texas 76085, United States",2014,Mercedes Benz Sprinter,75500,2WD,Clean,Automatic,Diesel,22.0,144.0,2,2,True,True,True,True,True,True,,True,True,True,True,,True,True,True,True,True,,,True,,True,,,,True,True,,True,,True,,,,,,True,True,,,,
36,Beautiful and cozy 2015 Promaster for sale!,56000.0,"Boulder, Colorado, United States",2015,"Dodge Ram Promaster 2500 159""",145000,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,True,True,True,True,,,True,True,True,True,,True,True,,,True,,True,True,,True,,True,,True,,,True,,,,,,,,,True,,,,
37,2008 dodge sprinter,25000.0,"Chicago, Illinois, United States",2008,Dodge sprinter,40000,2WD,Clean,Automatic,Diesel,,144.0,3,0,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2020 Off Grid Modern Camper Van,85000.0,"Green Cove Springs, Florida, United States",2020,Mercedes Sprinter 2500 Series,3100,2WD,Lien,Automatic,Diesel,22.0,144.0,2,2,True,,True,True,True,,,,True,True,True,,True,True,,,True,,True,True,,,True,,,True,True,True,True,,True,,,,,,,,,,,
39,Hand Built Completely Unique Stelth Campervan,39000.0,"Los Angeles, California, United States",2018,Ford Transit 350 XLT,69270,2WD,Clean,Automatic,Gasoline,18.0,148.0,2,2,True,True,True,True,,True,True,,True,,,True,True,,,,True,,True,True,True,True,,,,True,,,,,True,,,,,,True,True,,,,
40,Stealthy Overlander,180000.0,"Traverse City Area, Michigan, United States",2020,2020 MB Sprinter 144,12125,4WD,Clean,Automatic,Diesel,16.0,144.0,2,2,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,True,True,True,True,True,,,,True,True,,True,True,True,True,,True,True,,True,,True,True,,,
41,Beautifully Converted Ford Transit 250,115000.0,"Massachusetts, United States",2019,Ford Transit 250 High Roof,61000,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,,True,,,,,True,True,,,True,True,,True,,True,True,True,,,,,True,True,True,True,True,,,,,True,,,,,,,,
42,Adventure Awaits!,37500.0,"Rochester, Minnesota, United States",2012,Mercedes Sprinter,256415,2WD,Clean,Automatic,Diesel,24.0,,2,2,True,True,True,True,,,True,True,,,True,,True,,,True,True,,,True,True,,,,,,True,,True,,True,,,,,,,,,,,
43,Camper van 85k miles.,25000.0,"Miami, Florida, United States",2006,Ford E350,80000,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,,,,True,True,True,True,True,,True,True,True,,True,,,True,,,,,,,True,,True,,,,,,,,,,,,,
44,2021 Sprinter 144 4x4,170000.0,"Denver, Colorado, United States",2021,Mercedes Sprinter 2500 4x4 144,50,4WD,Clean,Automatic,Diesel,17.0,144.0,4,3,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,True,,True,True,,True,True,True,,True,True,True,True,True,,,True,,True,,True,True,,,
45,Ford Econoline 350 - High Top,14500.0,"Bend, Oregon, United States",2004,Ford Econoline 350,281000,2WD,Salvage,Automatic,Gasoline,16.0,,2,2,,True,,,,,,True,True,,True,,True,,,True,True,,,,,,,,True,True,,,True,,True,,,True,,,,True,,,,
46,Fully-Converted 2016 High Top Ford Transit,65000.0,"Winchester, Tennessee, United States",2016,Ford Transit T-250 (High Top),54000,2WD,Clean,Automatic,Gasoline,,,2,2,True,,True,True,,,,,True,True,True,,True,True,,,,,True,True,True,True,True,True,,True,True,True,True,,True,,,,,,,True,,,,
47,"2017, 42K Miles",45000.0,"Monterey, California, United States",2017,RAM Promaster 2500,42000,2WD,Clean,Automatic,Gasoline,,159.0,2,2,True,True,True,,,,True,True,True,True,True,,True,True,,,True,,,True,,,True,,,True,,,True,,True,,,,,,,,,,,
48,2019 Ford Transit 250 Medium Roof - 3.5L EcoBoost - Bamboo Floor - L-Track,45000.0,"Lincoln, Nebraska, United States",2019,Ford Transit,23000,2WD,Clean,Automatic,Gasoline,,0.0,2,2,True,True,True,True,,True,,,,True,True,,True,,,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,
49,2020 Sprinter with Mercedes Certified Master Upfitter conversion,110000.0,"Simi Valley, California, United States",2021,Mercedes-Benz Sprinter 144 - Gas 2x4 with Automotive Design and Fabrication (ADF) conversion,500,2WD,Clean,Automatic,Gasoline,,144.0,2,2,True,,True,True,True,,True,True,True,True,True,,True,True,,,True,,True,,True,,,,True,True,True,,True,,True,,,,,,,True,,,,
0,2013 Mercedes Sprinter,80000.0,"Whistler, British Columbia, Canada",2013,Mercedes Sprinter,51000,2WD,Clean,Automatic,Diesel,,170.0,2,2,True,True,True,True,True,,True,,True,True,True,True,True,True,,,True,,True,,,True,True,,True,True,True,,True,,True,,,,,,,True,,,,
1,2018 Ram Promaster 1500 136” WB,59000.0,"Anchorage, Alaska, United States",2018,Ram Promaster 1500 High Roof 136” WB,38000,2WD,Clean,Automatic,Gasoline,17.0,136.0,2,2,True,,True,True,,True,,True,,,True,,True,,,True,True,,,True,,,,,,,,,True,,True,,,,,,,,True,,,
2,Converted Ambulance/RV/Toyhauler/TinyHome/Boondocker,60000.0,"2607 Railroad Street West, Missoula, Montana 59808, United States",1996,96 Ford E350 Cutaway Econoline,76000,2WD,Clean,Automatic,Diesel,17.0,,2,5,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,,,,True,True,True,,True,,True,,True,,True,,True,True,,True,,
3,converted camper van,12000.0,"New Jersey, United States",1994,ford ecoline 150,195000,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,,,,,True,True,True,True,True,,True,True,True,,True,,True,,,,,,,True,True,,,,True,,,,,,,True,,,,
4,2019 Transit Conversion,96250.0,"Orem, Utah, United States",2019,Transit 250,14500,2WD,Clean,Automatic,Gasoline,,148.0,4,4,,,,True,,,True,True,True,True,,True,True,True,,,True,,True,True,True,,,,True,True,True,True,True,True,True,,True,True,True,,,True,,,,
5,"2017 Ram Promaster 2500 159"" Wheelbase Campervan",57000.0,"Palm Beach Gardens, Florida, United States",2017,"2017 Ram Promaster 2500 159"" Wheelbase",100380,2WD,Lien,Automatic,Gasoline,,1559.0,2,2,True,True,True,True,True,True,True,,True,True,True,,,,,,True,,,,,,,,True,,,,,,True,,,,,,,,,,,
6,**PRICE DROP AND CLEAR TITLE** 2019 Ford Transit 250 High Roof Conversion,65000.0,"Austin, Texas, United States",2019,Ford Transit High Roof,55000,2WD,Clean,Automatic,Gasoline,,,2,2,True,True,True,True,True,True,,True,True,True,True,True,True,True,,,,True,,True,,,True,,,,,,True,,True,,,,,,True,,,,,
7,Take a Look at this one.,9000.0,"Grafton, North Dakota, United States",2000,2000 Dodge Ram 350,68000,2WD,Clean,Automatic,Gasoline,16.0,,2,2,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2003 VW Eurovan Weekender,28000.0,"Oregon, United States",2003,VW Eurovan,197000,2WD,Clean,Automatic,Gasoline,,,7,4,True,True,True,,True,True,,,True,True,,True,,True,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,
9,Adventure Van,82000.0,"Ventura, California, United States",2017,"2017 Mercedes Benz , 2 wheel drive",60000,2WD,Clean,Automatic,Diesel,,144.0,2,4,True,True,True,True,True,,True,True,True,True,True,True,,True,,True,True,,True,,,,True,,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,
