,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Fuel Efficiency (Highway),Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Electric windows,Exterior Lights,Fresh Water Tank (Portable),Generator,Grey / Black Water Tanks,Heater / Furnace,Inverter,Refrigerator,Roof Fan,Roof Rack,Shower (Outdoor),Sink,Solar,Toilet,USB port,Water Heater,Water Pump,Fresh Water Tank (Built-in),Shower (Indoor),Stove,Towing Package,Heated seats,Offroad Lights,Awning,Cooler,Offroad Tires,Security System,Suspension Mods,Tow Winch,Oven,Propane,Skylight,Bike Rack,Child Seat,Microwave,TV,Shower,Fuel (Code),Sprinter,Promaster,Transit,Other,Manufacturing Year Binned,Age,Wheelbase Binned,Size,West,Midwest,South,Northeast,Fuel Dummy,Plumbing Score,Gadget Score,Creature Comfort Score
357,**SOLD** Beautiful 2020 Ram Promaster Conversion - low miles!,77500.0,West,2020,Promaster,9818.0,2WD,Clean,Automatic,Gasoline,23.0,159.0,2,2,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,5,9,9
358,"MB Sprinter - Perfect for Families, Weekend Outings and Trips!",85000.0,West,2020,Sprinter,5000.0,2WD,Clean,Automatic,Diesel,19.571429,144.0,5,2,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,4,9,7
359,99 VW Eurovan Camper 80K miles!,39000.0,West,1999,Other,80000.0,2WD,Clean,Automatic,Gasoline,18.0,131.0,5,4,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,2,0,0,0,1,Old,1,Small,1,1,0,0,0,0,3,5,6
360,SOLD! 2018 Sprinter - Camper Conversion,70000.0,West,2018,Sprinter,33269.0,2WD,Clean,Automatic,Diesel,19.571429,144.0,2,2,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,6,9,6
361,Sale Pending - 2002 Eurovan Camper,42000.0,West,2002,Other,92338.0,2WD,Clean,Automatic,Gasoline,23.0,131.0,4,3,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,Midlife,2,Small,1,1,0,0,0,0,4,5,5
362,Boho Adventure Van - 2015 Ford Transit 350 Ecoboost,50000.0,West,2015,Transit,175000.0,2WD,Lien,Automatic,Gasoline,16.0,144.0,2,4,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,Midlife,2,Small,1,1,0,0,0,0,8,11,8
363,Your Perfect Getaway Campervan,64500.0,International,2017,Transit,22000.0,2WD,Clean,Automatic,Gasoline,18.009009,148.0,5,4,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Newer,3,Small,1,0,0,0,0,0,7,7,5
364,"INCH Vans ""Moonshine"" - Recirculating shower - 640W Solar ROOF DECK - Flarespace Queen bed",85000.0,West,2008,Sprinter,152000.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,Midlife,2,Big,3,1,0,0,0,1,8,10,7
365,*Price Reduced* Mid-Century Modern Off-Grid Mercedes Sprinter Campervan,59999.0,West,2011,Sprinter,198670.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,2,3,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Midlife,2,Big,3,1,0,0,0,1,7,3,5
366,2021 Ram Promaster Camper Van,89000.0,Northeast,2021,Promaster,90.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,Brand New,4,Mid Size,2,0,0,0,1,0,7,10,6
367,2019 Sprinter Conversion - Full Bath - Solar - A/C - Brand New!,130000.0,South,2019,Sprinter,13000.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,3,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Newer,3,Big,3,0,0,1,0,1,0,2,1
368,2008 Freightliner Sprinter 3500 170”wb,85000.0,Midwest,2008,Sprinter,173000.0,2WD,Clean,Automatic,Diesel,19.0,170.0,2,3,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Midlife,2,Big,3,0,1,0,0,1,8,11,9
369,2006 Dodge 2500,10000.0,Midwest,2006,Sprinter,63900.0,2WD,Clean,Automatic,Gasoline,22.0,158.0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,Midlife,2,Mid Size,2,0,1,0,0,0,5,8,7
370,Exstened high top sprinter,77000.0,South,2013,Sprinter,98000.0,2WD,Clean,Automatic,Diesel,19.571429,170.0,2,3,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,Midlife,2,Big,3,0,0,1,0,1,0,3,2
371,2020 Mercedes Sprinter Van 2500 With Plenty of Room To Personalize,95000.0,West,2020,Sprinter,10265.0,2WD,Lien,Automatic,Diesel,19.571429,144.0,2,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,7,8,9
372,Mini Van Starter Kit,6000.0,South,2007,Other,208200.0,AWD,Clean,Automatic,Gasoline,19.571429,131.0,3,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Midlife,2,Small,1,0,0,1,0,0,5,12,4
373,Van life for half the price!,30000.0,West,1985,Other,114000.0,2WD,Clean,Automatic,Gasoline,19.571429,131.0,2,4,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,2,0,0,0,1,Old,1,Small,1,1,0,0,0,0,5,8,5
374,2011 Ford E350 4x4 Sportsmobile,75500.0,West,2011,Other,62000.0,4WD,Clean,Automatic,Gasoline,20.0,131.0,2,4,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,1,Midlife,2,Small,1,1,0,0,0,0,0,7,3
375,2015 Off-Grid Self-Converted Sprinter,36000.0,West,2015,Sprinter,109000.0,2WD,Lien,Automatic,Diesel,19.571429,144.0,2,2,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Midlife,2,Small,1,1,0,0,0,1,3,9,6
376,"2020 AWD Ford Transit Crew Van 2500 Medium Roof 148"" Wheelbase",50000.0,West,2020,Transit,14000.0,AWD,Lien,Automatic,Gasoline,17.0,148.0,5,4,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Newer,3,Small,1,1,0,0,0,0,7,11,7
377,Quality build with versatility in mind!,114000.0,Midwest,2021,Sprinter,9000.0,2WD,Clean,Automatic,Gasoline,16.0,144.0,5,2,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,Brand New,4,Small,1,0,1,0,0,0,7,9,9
378,2020 Sprinter 4x4 / 2021 Bitteroot Custom Build,145000.0,West,2021,Sprinter,5000.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,Brand New,4,Small,1,1,0,0,0,1,7,8,9
379,2021 Ram Promaster 2500 Build,115000.0,Midwest,2021,Promaster,400.0,2WD,Clean,Automatic,Gasoline,15.0,159.0,2,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,Brand New,4,Mid Size,2,0,1,0,0,0,6,11,6
380,Rossmönster Four Season Promaster 3500 Extended (VIDEO Tour in Listing),90000.0,South,2018,Promaster,32500.0,2WD,Clean,Automatic,Gasoline,18.0,159.0,3,2,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,0,0,1,0,0,7,6,6
381,All Weather 2017 Ford Transit Extended 350 Diesel with Premium Adjustable Bed + Message!,75000.0,West,2017,Transit,76000.0,2WD,Clean,Automatic,Diesel,18.009009,1.0,2,4,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,Newer,3,Small,1,1,0,0,0,1,8,9,8
382,2006 Mercedes Sprinter Conversion Van with Shower + Toilet,75000.0,South,2006,Sprinter,89400.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,Midlife,2,Small,1,0,0,1,0,1,7,6,3
383,2019 4x4 2500 Mercedes Sprinter - Luxury Apartment on Wheels,138000.0,West,2019,Sprinter,17000.0,4WD,Clean,Automatic,Diesel,19.0,170.0,2,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,Newer,3,Big,3,1,0,0,0,1,3,5,2
384,Craftsman Built Converted Mercedes Sprinter 170,199000.0,Midwest,2020,Sprinter,634.0,2WD,Lien,Automatic,Diesel,18.009009,170.0,2,2,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Newer,3,Big,3,0,1,0,0,1,1,4,0
385,Weekend warrior conversion van,60000.0,West,2017,Other,64000.0,2WD,Clean,Automatic,Gasoline,19.571429,146.0,2,2,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Newer,3,Small,1,1,0,0,0,0,4,10,6
386,2005 Dodge Mercedez Sprinter 2500,22500.0,South,2005,Sprinter,215000.0,2WD,Clean,Automatic,Diesel,15.0,144.0,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Midlife,2,Small,1,0,0,1,0,1,0,9,5
387,Rugged Lifted CamperVan,38500.0,West,1996,Other,72000.0,2WD,Clean,Automatic,Gasoline,19.571429,131.0,2,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Old,1,Small,1,1,0,0,0,0,7,7,6
388,2001 E-250 4x4 Explorer Van,37000.0,West,2001,Other,105000.0,4WD,Clean,Automatic,Gasoline,19.571429,131.0,2,2,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,Old,1,Small,1,1,0,0,0,0,2,8,6
389,"BOHO CHIC BUILD, SEATS/ SLEEPS 3, BRAND NEW 2021 RAM PROMASTER 159",109000.0,International,2021,Promaster,500.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,3,3,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,Brand New,4,Mid Size,2,0,0,0,0,0,6,9,5
390,Awesome Stealthy Adventure Van // Sale Pending. Congrats Kelley!,45000.0,South,2016,Other,39000.0,2WD,Lien,Automatic,Diesel,18.009009,159.0,2,2,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Newer,3,Mid Size,2,0,0,1,0,1,3,10,4
391,"2021 Ram Promaster 1500 136"" WB",85000.0,West,2021,Promaster,20010.0,2WD,Clean,Automatic,Gasoline,16.0,136.0,2,2,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,0,1,0,0,Brand New,4,Small,1,1,0,0,0,0,0,6,1
392,2021 4x4 Mercedes Sprinter - Partial Build,94500.0,South,2021,Sprinter,285.0,4WD,Clean,Automatic,Diesel,18.009009,144.0,2,2,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,Brand New,4,Small,1,0,0,1,0,1,3,3,6
393,"Sherrod Conversion, Ultimate Roadtripping van",29985.0,West,2015,Transit,125000.0,2WD,Clean,Automatic,Gasoline,19.571429,148.0,7,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,Midlife,2,Small,1,1,0,0,0,0,6,9,4
394,1991 Toyota Hiace Cruising Cabin Pop Top Campervan,28500.0,West,1991,Other,97000.0,2WD,Clean,Automatic,Diesel,18.0,131.0,7,4,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,Old,1,Small,1,1,0,0,0,1,3,4,3
395,Sprinter Campervan,84500.0,West,2017,Sprinter,11300.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,2,3,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,4,7,2
396,2022 REGENCY XALTA RANGER RL - Mercedes Sprinter,167464.0,West,2021,Sprinter,1846.0,2WD,Clean,Automatic,Diesel,19.571429,144.0,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,Brand New,4,Small,1,1,0,0,0,1,4,8,2
397,2022 REGENCY XALTA TOUR 4.2 - Mercedes Sprinter,172592.0,West,2021,Sprinter,1847.0,2WD,Clean,Automatic,Diesel,19.571429,144.0,6,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,Brand New,4,Small,1,1,0,0,0,1,6,9,6
398,2022 REGENCY XALTA 170MB - Mercedes Sprinter Van,162362.0,West,2021,Sprinter,1802.0,2WD,Clean,Automatic,Diesel,17.0,144.0,6,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,Brand New,4,Small,1,1,0,0,0,1,7,8,7
399,"NEW - 2020 Mercedes Sprinter 2500 Camper - 144"" - High Roof",109000.0,West,2020,Sprinter,1700.0,2WD,Clean,Automatic,Diesel,24.0,144.0,2,2,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,4,9,4
400,2016 Galactic Aquarius LUX RV,115000.0,South,2017,Sprinter,13000.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,4,4,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,Newer,3,Small,1,0,0,1,0,1,4,8,6
401,2019 Promaster Camper Van (Full Conversion),62500.0,West,2019,Promaster,38100.0,2WD,Clean,Automatic,Gasoline,18.009009,136.0,2,2,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,Newer,3,Small,1,1,0,0,0,0,7,9,4
402,Luxury Van Living with a Dirtbag Heart,92500.0,South,2019,Transit,33500.0,2WD,Lien,Automatic,Gasoline,19.571429,148.0,2,2,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,Newer,3,Small,1,0,0,1,0,0,4,8,6
403,Bohemian Style Van for family of 4 plus,98000.0,West,2020,Transit,33000.0,2WD,Clean,Automatic,Gasoline,24.0,145.0,6,4,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,Newer,3,Small,1,1,0,0,0,0,5,8,6
404,2016 Mercedes-Benz Sprinter Custom Van -- Ready for Travel,75000.0,West,2016,Sprinter,78000.0,2WD,Clean,Automatic,Diesel,19.571429,144.0,4,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,Newer,3,Small,1,1,0,0,0,1,0,7,6
405,"2019 RAM PROMASTER 2500 159"" - queen murphy bed, shower, full kitchen",48000.0,International,2019,Promaster,39000.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,0,0,0,0,0,0,1,3
406,2014 Ram Promaster 1500 118WB Adventure Van,29350.0,Midwest,2014,Promaster,118000.0,2WD,Lien,Automatic,Gasoline,18.009009,118.0,2,2,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,Midlife,2,Small,1,0,1,0,0,0,1,3,3
407,"Sprinter 3500, 170cm, high roof, dually",19500.0,West,2008,Sprinter,65000.0,2WD,Clean,Automatic,Diesel,18.009009,170.0,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Midlife,2,Big,3,1,0,0,0,1,2,6,2
408,"2021-2022 Brand New Conversion Camping Van NISSAN NV 2500 - $39,999 (Boulder, Colorado)",39999.0,West,2012,Other,257245.0,2WD,Clean,Automatic,Gasoline,20.0,131.0,2,4,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Midlife,2,Small,1,1,0,0,0,0,0,8,2
409,2019 Chevy Express 3500 for Conversion,25000.0,Northeast,2019,Other,44777.0,2WD,Lien,Automatic,Gasoline,15.0,131.0,2,2,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Newer,3,Small,1,0,0,0,1,0,0,7,2
410,"2021 Upgraded Sprinter 2500 Cargo Van 170"" 4x4",115000.0,West,2021,Sprinter,60.0,4WD,Clean,Automatic,Diesel,18.009009,170.0,2,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Brand New,4,Big,3,1,0,0,0,1,3,7,3
411,"2021 Upgraded Sprinter 2500 Cargo Van 144"" 4x4",110000.0,West,2021,Sprinter,400.0,4WD,Clean,Automatic,Diesel,20.0,144.0,2,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Brand New,4,Small,1,1,0,0,0,1,5,2,5
412,Custom Built Ram Promaster 1500 high-roof conversion,65000.0,West,2019,Promaster,15000.0,2WD,Clean,Automatic,Gasoline,19.571429,136.0,2,2,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Newer,3,Small,1,1,0,0,0,0,2,2,2
413,1995 Clean Well Maintained VW Eurovan Camper,35000.0,West,1995,Other,145000.0,2WD,Clean,Automatic,Gasoline,18.009009,131.0,4,4,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,Old,1,Small,1,1,0,0,0,0,6,7,6
414,2000 Dodge Ram Van 3500- Fully Furnished Inside,12500.0,Midwest,2000,Other,134000.0,2WD,Clean,Automatic,Gasoline,18.009009,131.0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Old,1,Small,1,0,1,0,0,0,4,5,7
415,2015 Ford Transit Converted Van,64500.0,Northeast,2015,Transit,45000.0,2WD,Clean,Automatic,Gasoline,18.0,148.0,2,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,Midlife,2,Small,1,0,0,0,1,0,7,7,5
416,"Freightliner Mercedes Sprinter with Bed Lift, A/C and Mercedes Warranty!",60000.0,West,2011,Sprinter,124000.0,2WD,Clean,Automatic,Diesel,16.0,144.0,2,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Midlife,2,Small,1,1,0,0,0,1,3,8,5
417,Adventure awaits…,75000.0,South,2014,Sprinter,166000.0,2WD,Clean,Automatic,Diesel,18.009009,144.0,2,4,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Midlife,2,Small,1,0,0,1,0,1,5,4,6
418,Custom Built Promaster Campervan - 4 Season Adventure Van,54999.0,West,2016,Promaster,76000.0,2WD,Clean,Automatic,Gasoline,18.009009,159.0,2,2,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,4,7,2
419,Off-Grid Shuttle Bus Ready for the Road,33900.0,South,2000,Other,147343.0,2WD,Clean,Automatic,Diesel,16.0,131.0,3,2,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,Old,1,Small,1,0,0,1,0,1,7,8,6
420,2003 sprinter MTB van,22500.0,Northeast,2003,Sprinter,211500.0,2WD,Clean,Automatic,Diesel,18.009009,158.0,2,2,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,Midlife,2,Mid Size,2,0,0,0,1,1,5,7,8
421,Magic Cabin Ram Promaster 3500 159' WB Extended High Roof,70000.0,West,2018,Promaster,95000.0,2WD,Clean,Automatic,Gasoline,21.0,159.0,2,3,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,Newer,3,Mid Size,2,1,0,0,0,0,5,8,9
422,"Brand New 2021 144"" Mercedes Sprinter Campervan w/ flarespace flares built by Latitude Van Co. - 4Cyl Diesel -2wd- 24 MPG",105000.0,West,2021,Sprinter,225.0,2WD,Clean,Automatic,Diesel,19.571429,144.0,2,2,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Brand New,4,Small,1,1,0,0,0,1,0,6,0
423,2015 Mercedes 170 High Roof Conversion,47490.0,South,2015,Other,250000.0,2WD,Clean,Automatic,Diesel,19.571429,131.0,2,4,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,Midlife,2,Small,1,0,0,1,0,1,0,7,2
